0194	黒四角	docomo/194.gif	F965	63845		E6C1	#000000	
0195	逆三角	docomo/195.gif	F966	63846		E6C2	#000000	
0196	４十字	docomo/196.gif	F967	63847		E6C3	#000000	
0197	３十字	docomo/197.gif	F968	63848		E6C4	#000000	
0198	２十字	docomo/198.gif	F969	63849		E6C5	#000000	
0199	十字	docomo/199.gif	F96A	63850		E6C6	#000000	
0200	Ｉ	docomo/200.gif	F96B	63851		E6C7	#ff0000	
0201	Ｍ	docomo/201.gif	F96C	63852		E6C8	#ff0000	
0202	Ｅ	docomo/202.gif	F96D	63853		E6C9	#ff0000	
0203	VE	docomo/203.gif	F96E	63854		E6CA	#ff0000	
0204	球	docomo/204.gif	F96F	63855		E6CB	#000000	
0205	カード使用不可	docomo/205.gif	F970	63856		E6CB	#000000	
0206	チェックボックス	docomo/206.gif	F971	63857		E6CC	#000000	
1001	iアプリ	docomo/e1.gif	F9B1	63921		E70C	#ffa500	
1002	iアプリ（枠付き）	docomo/e2.gif	F9B2	63922		E70D	#ffa500	
1003	Tシャツ（ボーダー）	docomo/e3.gif	F9B3	63923		E70E	#0000ff	
1004	がま口財布	docomo/e4.gif	F9B4	63924		E70F	#000000	
1005	化粧	docomo/e5.gif	F9B5	63925		E710	#ff0000	
1006	ジーンズ	docomo/e6.gif	F9B6	63926		E711	#000080	
1007	スノボ	docomo/e7.gif	F9B7	63927		E712	#0000ff	
1008	チャペル	docomo/e8.gif	F9B8	63928		E713	#ffa500	
1009	ドア	docomo/e9.gif	F9B9	63929		E714	#a52a2a	
1010	ドル袋	docomo/e10.gif	F9BA	63930		E715	#a52a2a	
1011	パソコン	docomo/e11.gif	F9BB	63931		E716	#000000	
1012	ラブレター	docomo/e12.gif	F9BC	63932		E717	#ff0000	
1013	レンチ	docomo/e13.gif	F9BD	63933		E718	#000000	
1014	鉛筆	docomo/e14.gif	F9BE	63934		E719	#008000	
1015	王冠	docomo/e15.gif	F9BF	63935		E71A	#ffa500	
1016	指輪	docomo/e16.gif	F9C0	63936		E71B	#ff00ff	
1017	砂時計	docomo/e17.gif	F9C1	63937		E71C	#000000	
1018	自転車	docomo/e18.gif	F9C2	63938		E71D	#000000	
1019	湯のみ	docomo/e19.gif	F9C3	63939		E71E	#008000	
1020	腕時計	docomo/e20.gif	F9C4	63940		E71F	#000000	
1021	考えてる顔	docomo/e21.gif	F9C5	63941		E720	#008000	
1022	ほっとした顔	docomo/e22.gif	F9C6	63942		E721	#ff00ff	
1023	冷や汗	docomo/e23.gif	F9C7	63943		E722	#0000ff	
1024	冷や汗2	docomo/e24.gif	F9C8	63944		E723	#0000ff	
1025	ぷっくっくな顔	docomo/e25.gif	F9C9	63945		E724	#ff0000	
1026	ボケーっとした顔	docomo/e26.gif	F9CA	63946		E725	#800080	
1027	目がハート	docomo/e27.gif	F9CB	63947		E726	#ff00ff	
1028	指でOK	docomo/e28.gif	F9CC	63948		E727	#ffa500	
1029	あっかんべー	docomo/e29.gif	F9CD	63949		E728	#ff0000	
1030	ウィンク	docomo/e30.gif	F9CE	63950		E729	#ff00ff	
1031	うれしい顔	docomo/e31.gif	F9CF	63951		E72A	#ff00ff	
1032	がまん顔	docomo/e32.gif	F9D0	63952		E72B	#000080	
1033	猫2	docomo/e33.gif	F9D1	63953		E72C	#ffa500	
1034	泣き顔	docomo/e34.gif	F9D2	63954		E72D	#0000ff	
1035	涙	docomo/e35.gif	F9D3	63955		E72E	#0000ff	
1036	NG	docomo/e36.gif	F9D4	63956		E72F	#ff0000	
1037	クリップ	docomo/e37.gif	F9D5	63957		E730	#0000ff	
1038	コピーライト	docomo/e38.gif	F9D6	63958		E731	#000000	
1039	トレードマーク	docomo/e39.gif	F9D7	63959		E732	#000000	
1040	走る人	docomo/e40.gif	F9D8	63960		E733	#000000	
1041	マル秘	docomo/e41.gif	F9D9	63961		E734	#ff0000	
1042	リサイクル	docomo/e42.gif	F9DA	63962		E735	#008000	
1043	レジスタードトレードマーク	docomo/e43.gif	F9DB	63963		E736	#000000	
1044	危険・警告	docomo/e44.gif	F9DC	63964		E737	#ffa500	
1045	禁止	docomo/e45.gif	F9DD	63965		E738	#ff0000	
1046	空室・空席・空車	docomo/e46.gif	F9DE	63966		E739	#0000ff	
1047	合格マーク	docomo/e47.gif	F9DF	63967		E73A	#ff0000	
1048	満室・満席・満車	docomo/e48.gif	F9E0	63968		E73B	#ff0000	
1049	矢印左右	docomo/e49.gif	F9E1	63969		E73C	#000000	
1050	矢印上下	docomo/e50.gif	F9E2	63970		E73D	#000000	
1051	学校	docomo/e51.gif	F9E3	63971		E73E	#008000	
1052	波	docomo/e52.gif	F9E4	63972		E73F	#0000ff	
1053	富士山	docomo/e53.gif	F9E5	63973		E740	#0000ff	
1054	クローバー	docomo/e54.gif	F9E6	63974		E741	#008000	
1055	さくらんぼ	docomo/e55.gif	F9E7	63975		E742	#ff0000	
1056	チューリップ	docomo/e56.gif	F9E8	63976		E743	#ff0000	
1057	バナナ	docomo/e57.gif	F9E9	63977		E744	#ffa500	
1058	りんご	docomo/e58.gif	F9EA	63978		E745	#ff0000	
1059	芽	docomo/e59.gif	F9EB	63979		E746	#008000	
1060	もみじ	docomo/e60.gif	F9EC	63980		E747	#ff0000	
1061	桜	docomo/e61.gif	F9ED	63981		E748	#ff00ff	
1062	おにぎり	docomo/e62.gif	F9EE	63982		E749	#000000	
1063	ショートケーキ	docomo/e63.gif	F9EF	63983		E74A	#ff0000	
1064	とっくり（おちょこ付き）	docomo/e64.gif	F9F0	63984		E74B	#a52a2a	
1065	どんぶり	docomo/e65.gif	F9F1	63985		E74C	#ffa500	
1066	パン	docomo/e66.gif	F9F2	63986		E74D	#a52a2a	
1067	かたつむり	docomo/e67.gif	F9F3	63987		E74E	#a52a2a	
1068	ひよこ	docomo/e68.gif	F9F4	63988		E74F	#ffa500	
1069	ペンギン	docomo/e69.gif	F9F5	63989		E750	#000080	
1070	魚	docomo/e70.gif	F9F6	63990		E751	#0000ff	
1071	うまい！	docomo/e71.gif	F9F7	63991		E752	#ffa500	
1072	ウッシッシ	docomo/e72.gif	F9F8	63992		E753	#ffa500	
1073	ウマ	docomo/e73.gif	F9F9	63993		E754	#a52a2a	
1074	ブタ	docomo/e74.gif	F9FA	63994		E755	#ffa500	
1075	ワイングラス	docomo/e75.gif	F9FB	63995		E756	#800080	
1076	げっそり	docomo/e76.gif	F9FC	63996		E757	#800080	
